"IndexName","Date","Total Returns Index","Net Total Return Index"
"NIFTY 500","13 Mar 2025","31942.25","29981.37"
"NIFTY 500","12 Mar 2025","32081.82","30112.43"
"NIFTY 500","11 Mar 2025","32142.17","30169.07"
"NIFTY 500","10 Mar 2025","32084.18","30114.87"
"NIFTY 500","07 Mar 2025","32364.23","30377.74"
"NIFTY 500","06 Mar 2025","32369.70","30382.95"
"NIFTY 500","05 Mar 2025","32068.00","30099.76"
"NIFTY 500","04 Mar 2025","31531.88","29597.97"
"NIFTY 500","03 Mar 2025","31498.76","29566.88"
"NIFTY 500","28 Feb 2025","31473.37","29543.05"
"NIFTY 500","27 Feb 2025","32160.49","30188.25"
"NIFTY 500","25 Feb 2025","32323.82","30341.56"
"NIFTY 500","24 Feb 2025","32402.38","30415.34"
"NIFTY 500","21 Feb 2025","32753.50","30744.93"
"NIFTY 500","20 Feb 2025","32975.85","30953.77"
"NIFTY 500","19 Feb 2025","32817.74","30805.44"
"NIFTY 500","18 Feb 2025","32627.75","30627.1"
"NIFTY 500","17 Feb 2025","32691.24","30686.99"
"NIFTY 500","14 Feb 2025","32659.90","30657.77"
"NIFTY 500","13 Feb 2025","33086.76","31059.17"
"NIFTY 500","12 Feb 2025","33091.14","31063.54"
"NIFTY 500","11 Feb 2025","33146.32","31118.65"
"NIFTY 500","10 Feb 2025","33812.23","31743.82"
"NIFTY 500","07 Feb 2025","34246.84","32151.89"
"NIFTY 500","06 Feb 2025","34279.63","32185.41"
"NIFTY 500","05 Feb 2025","34453.97","32349.66"
"NIFTY 500","04 Feb 2025","34363.72","32265.03"
"NIFTY 500","03 Feb 2025","33849.51","31782.29"
"NIFTY 500","01 Feb 2025","34132.24","32047.91"
"NIFTY 500","31 Jan 2025","34130.93","32046.68"
"NIFTY 500","30 Jan 2025","33676.11","31624.11"
"NIFTY 500","29 Jan 2025","33593.20","31546.41"
"NIFTY 500","28 Jan 2025","33084.22","31068.86"
"NIFTY 500","27 Jan 2025","33062.34","31049.05"
"NIFTY 500","24 Jan 2025","33707.25","31654.72"
"NIFTY 500","23 Jan 2025","34053.66","31980.05"
"NIFTY 500","22 Jan 2025","33829.92","31769.94"
"NIFTY 500","21 Jan 2025","33887.69","31824.23"
"NIFTY 500","20 Jan 2025","34481.71","32382.1"
"NIFTY 500","17 Jan 2025","34278.13","32190.92"
"NIFTY 500","16 Jan 2025","34313.80","32228.59"
"NIFTY 500","15 Jan 2025","34055.47","31986.13"
"NIFTY 500","14 Jan 2025","33944.68","31882.07"
"NIFTY 500","13 Jan 2025","33569.22","31529.42"
"NIFTY 500","10 Jan 2025","34447.06","32353.92"
"NIFTY 500","09 Jan 2025","34838.29","32721.38"
"NIFTY 500","08 Jan 2025","35131.01","32996.31"
"NIFTY 500","07 Jan 2025","35304.55","33159.31"
"NIFTY 500","06 Jan 2025","35120.87","32986.78"
"NIFTY 500","03 Jan 2025","35883.72","33703.28"
"NIFTY 500","02 Jan 2025","36060.05","33868.9"
"NIFTY 500","01 Jan 2025","35526.08","33367.38"
"NIFTY 500","31 Dec 2024","35357.90","33209.41"
"NIFTY 500","30 Dec 2024","35329.04","33182.31"
"NIFTY 500","27 Dec 2024","35468.25","33313.05"
"NIFTY 500","26 Dec 2024","35444.76","33297.92"
"NIFTY 500","24 Dec 2024","35401.02","33256.82"
"NIFTY 500","23 Dec 2024","35413.41","33269.09"
"NIFTY 500","20 Dec 2024","35266.62","33131.18"
"NIFTY 500","19 Dec 2024","35950.45","33773.61"
"NIFTY 500","18 Dec 2024","36238.39","34044.11"
"NIFTY 500","17 Dec 2024","36493.34","34283.62"
"NIFTY 500","16 Dec 2024","36898.98","34664.7"
"NIFTY 500","13 Dec 2024","36909.23","34674.34"
"NIFTY 500","12 Dec 2024","36747.20","34522.11"
"NIFTY 500","11 Dec 2024","36907.95","34673.13"
"NIFTY 500","10 Dec 2024","36839.60","34608.92"
"NIFTY 500","09 Dec 2024","36803.45","34574.95"
"NIFTY 500","06 Dec 2024","36835.17","34604.76"
"NIFTY 500","05 Dec 2024","36781.26","34554.11"
"NIFTY 500","04 Dec 2024","36499.26","34289.19"
"NIFTY 500","03 Dec 2024","36374.88","34172.36"
"NIFTY 500","02 Dec 2024","36082.61","33915.54"
"NIFTY 500","29 Nov 2024","35847.40","33694.46"
"NIFTY 500","28 Nov 2024","35573.80","33437.93"
"NIFTY 500","27 Nov 2024","35853.83","33701.2"
"NIFTY 500","26 Nov 2024","35649.51","33509.17"
"NIFTY 500","25 Nov 2024","35635.18","33496.25"
"NIFTY 500","22 Nov 2024","35116.00","33008.46"
"NIFTY 500","21 Nov 2024","34476.59","32407.43"
"NIFTY 500","19 Nov 2024","34766.49","32679.92"
"NIFTY 500","18 Nov 2024","34599.09","32523.99"
"NIFTY 500","14 Nov 2024","34699.38","32618.33"
"NIFTY 500","13 Nov 2024","34618.08","32543.09"
"NIFTY 500","12 Nov 2024","35275.39","33161"
"NIFTY 500","11 Nov 2024","35685.95","33547.1"
"NIFTY 500","08 Nov 2024","35771.65","33627.66"
"NIFTY 500","07 Nov 2024","36023.67","33865.19"
"NIFTY 500","06 Nov 2024","36377.55","34198.19"
"NIFTY 500","05 Nov 2024","35816.90","33672.39"
"NIFTY 500","04 Nov 2024","35561.76","33434.08"
"NIFTY 500","01 Nov 2024","36042.89","33886.63"
"NIFTY 500","31 Oct 2024","35830.98","33687.39"
"NIFTY 500","30 Oct 2024","35921.77","33773.8"
"NIFTY 500","29 Oct 2024","35992.90","33840.76"
"NIFTY 500","28 Oct 2024","35749.31","33614.99"
"NIFTY 500","25 Oct 2024","35510.88","33586.99"
"NIFTY 500","24 Oct 2024","35966.15","34017.71"
"NIFTY 500","23 Oct 2024","36050.23","34097.24"
"NIFTY 500","22 Oct 2024","36008.15","34057.44"
"NIFTY 500","21 Oct 2024","36713.97","34725.58"
"NIFTY 500","18 Oct 2024","36994.04","34990.48"
"NIFTY 500","17 Oct 2024","36891.53","34893.98"
"NIFTY 500","16 Oct 2024","37358.90","35336.05"
"NIFTY 500","15 Oct 2024","37457.60","35429.4"
"NIFTY 500","14 Oct 2024","37443.97","35416.5"
"NIFTY 500","11 Oct 2024","37261.17","35243.61"
"NIFTY 500","10 Oct 2024","37240.29","35223.91"
"NIFTY 500","09 Oct 2024","37242.54","35226.04"
"NIFTY 500","08 Oct 2024","37105.17","35096.11"
"NIFTY 500","07 Oct 2024","36583.47","34602.65"
"NIFTY 500","04 Oct 2024","37140.49","35131.29"
"NIFTY 500","03 Oct 2024","37488.51","35460.48"
"NIFTY 500","01 Oct 2024","38302.54","36230.48"
"NIFTY 500","30 Sep 2024","38261.39","36191.55"
"NIFTY 500","27 Sep 2024","38646.95","36556.25"
"NIFTY 500","26 Sep 2024","38658.58","36567.25"
"NIFTY 500","25 Sep 2024","38460.31","36379.71"
"NIFTY 500","24 Sep 2024","38488.87","36406.85"
"NIFTY 500","23 Sep 2024","38472.29","36391.16"
"NIFTY 500","20 Sep 2024","38179.29","36114.11"
"NIFTY 500","19 Sep 2024","37642.28","35614.93"
"NIFTY 500","18 Sep 2024","37712.14","35681.19"
"NIFTY 500","17 Sep 2024","37824.52","35787.52"
"NIFTY 500","16 Sep 2024","37821.03","35784.4"
"NIFTY 500","13 Sep 2024","37757.92","35724.69"
"NIFTY 500","12 Sep 2024","37724.21","35692.97"
"NIFTY 500","11 Sep 2024","37130.71","35131.45"
"NIFTY 500","10 Sep 2024","37307.88","35299.22"
"NIFTY 500","09 Sep 2024","37084.59","35089.43"
"NIFTY 500","06 Sep 2024","37045.67","35052.68"
"NIFTY 500","05 Sep 2024","37494.75","35477.84"
"NIFTY 500","04 Sep 2024","37472.70","35457"
"NIFTY 500","03 Sep 2024","37535.12","35516.07"
"NIFTY 500","02 Sep 2024","37491.24","35474.58"
"NIFTY 500","30 Aug 2024","37449.92","35435.48"
"NIFTY 500","29 Aug 2024","37285.57","35280.35"
"NIFTY 500","28 Aug 2024","37261.15","35257.24"
"NIFTY 500","27 Aug 2024","37243.60","35240.85"
"NIFTY 500","26 Aug 2024","37175.56","35176.48"
"NIFTY 500","23 Aug 2024","36949.74","34962.82"
"NIFTY 500","22 Aug 2024","36980.53","34999.01"
"NIFTY 500","21 Aug 2024","36866.43","34891.12"
"NIFTY 500","20 Aug 2024","36726.55","34758.86"
"NIFTY 500","19 Aug 2024","36503.86","34548.3"
"NIFTY 500","16 Aug 2024","36365.97","34419.28"
"NIFTY 500","14 Aug 2024","35754.30","33841.77"
"NIFTY 500","13 Aug 2024","35804.66","33889.86"
"NIFTY 500","12 Aug 2024","36135.49","34203.1"
"NIFTY 500","09 Aug 2024","36133.36","34204.29"
"NIFTY 500","08 Aug 2024","35786.64","33878.2"
"NIFTY 500","07 Aug 2024","36012.32","34091.85"
"NIFTY 500","06 Aug 2024","35364.14","33480.26"
"NIFTY 500","05 Aug 2024","35519.50","33627.53"
"NIFTY 500","02 Aug 2024","36647.21","34695.64"
"NIFTY 500","01 Aug 2024","37029.53","35059.22"
"NIFTY 500","31 Jul 2024","37066.08","35094.17"
"NIFTY 500","30 Jul 2024","36923.23","34959.19"
"NIFTY 500","29 Jul 2024","36848.02","34888.37"
"NIFTY 500","26 Jul 2024","36686.77","34735.78"
"NIFTY 500","25 Jul 2024","36094.83","34175.67"
"NIFTY 500","24 Jul 2024","36101.16","34181.73"
"NIFTY 500","23 Jul 2024","36011.83","34097.31"
"NIFTY 500","22 Jul 2024","36130.29","34210.28"
"NIFTY 500","19 Jul 2024","35989.82","34077.32"
"NIFTY 500","18 Jul 2024","36546.20","34606.49"
"NIFTY 500","16 Jul 2024","36536.66","34597.63"
"NIFTY 500","15 Jul 2024","36542.56","34604.04"
"NIFTY 500","12 Jul 2024","36362.30","34433.38"
"NIFTY 500","11 Jul 2024","36217.50","34298.14"
"NIFTY 500","10 Jul 2024","36173.97","34256.93"
"NIFTY 500","09 Jul 2024","36314.78","34390.57"
"NIFTY 500","08 Jul 2024","36161.20","34245.62"
"NIFTY 500","05 Jul 2024","36187.04","34270.12"
"NIFTY 500","04 Jul 2024","36066.06","34156.99"
"NIFTY 500","03 Jul 2024","35966.18","34062.7"
"NIFTY 500","02 Jul 2024","35693.16","33804.16"
"NIFTY 500","01 Jul 2024","35771.61","33881.32"
"NIFTY 500","28 Jun 2024","35506.97","33630.76"
"NIFTY 500","27 Jun 2024","35467.61","33595.05"
"NIFTY 500","26 Jun 2024","35308.41","33444.46"
"NIFTY 500","25 Jun 2024","35204.26","33345.82"
"NIFTY 500","24 Jun 2024","35075.14","33223.7"
"NIFTY 500","21 Jun 2024","34991.85","33144.82"
"NIFTY 500","20 Jun 2024","35096.03","33259.2"
"NIFTY 500","19 Jun 2024","34963.41","33134.98"
"NIFTY 500","18 Jun 2024","35127.10","33290.42"
"NIFTY 500","14 Jun 2024","34943.92","33117.38"
"NIFTY 500","13 Jun 2024","34715.59","32903.3"
"NIFTY 500","12 Jun 2024","34536.95","32734.08"
"NIFTY 500","11 Jun 2024","34365.13","32571.32"
"NIFTY 500","10 Jun 2024","34291.15","32502.38"
"NIFTY 500","07 Jun 2024","34221.81","32439.01"
"NIFTY 500","06 Jun 2024","33593.36","31843.69"
"NIFTY 500","05 Jun 2024","33104.99","31380.76"
"NIFTY 500","04 Jun 2024","31956.22","30291.84"
"NIFTY 500","03 Jun 2024","34259.21","32478.05"
"NIFTY 500","31 May 2024","33168.20","31443.79"
"NIFTY 500","30 May 2024","33045.31","31332.06"
"NIFTY 500","29 May 2024","33387.37","31656.39"
"NIFTY 500","28 May 2024","33593.17","31851.51"
"NIFTY 500","27 May 2024","33759.03","32008.79"
"NIFTY 500","24 May 2024","33744.48","31995"
"NIFTY 500","23 May 2024","33752.67","32006"
"NIFTY 500","22 May 2024","33357.18","31630.97"
"NIFTY 500","21 May 2024","33266.91","31548"
"NIFTY 500","18 May 2024","33199.10","31483.69"
"NIFTY 500","17 May 2024","33073.63","31364.71"
"NIFTY 500","16 May 2024","32860.88","31162.95"
"NIFTY 500","15 May 2024","32561.48","30880.27"
"NIFTY 500","14 May 2024","32469.95","30793.66"
"NIFTY 500","13 May 2024","32197.97","30535.88"
"NIFTY 500","10 May 2024","32132.23","30473.53"
"NIFTY 500","09 May 2024","31908.53","30267.91"
"NIFTY 500","08 May 2024","32473.36","30803.69"
"NIFTY 500","07 May 2024","32365.34","30701.24"
"NIFTY 500","06 May 2024","32720.60","31039.34"
"NIFTY 500","03 May 2024","32868.94","31180.05"
"NIFTY 500","02 May 2024","33063.00","31364.26"
"NIFTY 500","30 Apr 2024","32927.38","31235.62"
"NIFTY 500","29 Apr 2024","32919.57","31228.21"
"NIFTY 500","26 Apr 2024","32679.86","31000.82"
"NIFTY 500","25 Apr 2024","32724.61","31043.33"
"NIFTY 500","24 Apr 2024","32509.43","30839.2"
"NIFTY 500","23 Apr 2024","32387.08","30723.14"
"NIFTY 500","22 Apr 2024","32265.09","30608.02"
"NIFTY 500","19 Apr 2024","31967.61","30325.82"
"NIFTY 500","18 Apr 2024","31872.54","30235.68"
"NIFTY 500","16 Apr 2024","32026.71","30381.93"
"NIFTY 500","15 Apr 2024","32114.13","30464.87"
"NIFTY 500","12 Apr 2024","32532.43","30861.68"
"NIFTY 500","10 Apr 2024","32798.55","31114.13"
"NIFTY 500","09 Apr 2024","32603.32","30928.94"
"NIFTY 500","08 Apr 2024","32647.88","30971.2"
"NIFTY 500","05 Apr 2024","32484.71","30816.42"
"NIFTY 500","04 Apr 2024","32405.59","30741.37"
"NIFTY 500","03 Apr 2024","32313.03","30653.59"
"NIFTY 500","02 Apr 2024","32256.66","30600.42"
"NIFTY 500","01 Apr 2024","32135.55","30485.55"
"NIFTY 500","28 Mar 2024","31763.25","30132.37"
"NIFTY 500","27 Mar 2024","31499.32","29882.33"
"NIFTY 500","26 Mar 2024","31369.91","29759.56"
"NIFTY 500","22 Mar 2024","31353.21","29743.72"
"NIFTY 500","21 Mar 2024","31199.42","29598.13"
"NIFTY 500","20 Mar 2024","30783.19","29203.39"
"NIFTY 500","19 Mar 2024","30749.48","29171.41"
"NIFTY 500","18 Mar 2024","31113.75","29517.08"
"NIFTY 500","15 Mar 2024","31085.07","29490"
"NIFTY 500","14 Mar 2024","31227.76","29625.85"
"NIFTY 500","13 Mar 2024","30804.35","29224.16"